iter	Passed	Remaining
1660	177571	17318
1661	177669	17211
1662	177783	17104
1663	177891	16998
1664	177996	16890
1665	178097	16783
1666	178197	16675
1667	178310	16569
1668	178413	16462
1669	178514	16354
1670	178620	16247
1671	178728	16141
1672	178838	16034
1673	178942	15927
1674	179045	15820
1675	179156	15713
1676	179260	15606
1677	179366	15499
1678	179470	15392
1679	179570	15284
1680	179674	15177
1681	179778	15070
1682	179885	14963
1683	179985	14856
1684	180092	14749
1685	180194	14642
1686	180298	14535
1687	180404	14428
1688	180510	14321
1689	180610	14213
1690	180717	14106
1691	180815	13999
1692	180924	13892
1693	181029	13785
1694	181129	13678
1695	181243	13571
1696	181346	13464
1697	181451	13357
1698	181550	13250
1699	181656	13143
1700	181883	13045
1701	181987	12937
1702	182093	12830
1703	182220	12725
1704	182344	12619
1705	182465	12513
1706	182577	12407
1707	182690	12300
1708	182811	12194
1709	182929	12088
1710	183046	11982
1711	183171	11876
1712	183302	11770
1713	183425	11664
1714	183543	11558
1715	183657	11451
1716	183770	11345
1717	183883	11238
1718	183997	11131
1719	184119	11025
1720	184233	10919
1721	184348	10812
1722	184475	10706
1723	184589	10599
1724	184702	10493
1725	184817	10386
1726	184938	10280
1727	185058	10173
1728	185183	10067
1729	185301	9961
1730	185419	9854
1731	185534	9748
1732	185646	9641
1733	185763	9534
1734	185890	9428
1735	186006	9321
1736	186119	9214
1737	186237	9108
1738	186358	9001
1739	186476	8895
1740	186591	8788
1741	186703	8681
1742	186806	8574
1743	186903	8466
1744	187006	8359
1745	187103	8251
1746	187197	8143
1747	187302	8036
1748	187403	7929
1749	187502	7821
1750	187608	7714
1751	187717	7607
1752	187819	7499
1753	187927	7392
1754	188039	7285
1755	188135	7178
1756	188239	7071
1757	188350	6964
1758	188456	6856
1759	188552	6749
1760	188654	6642
1761	188757	6534
1762	188862	6427
1763	188965	6320
1764	189072	6213
1765	189170	6105
1766	189270	5998
1767	189378	5891
1768	189486	5784
1769	189589	5676
1770	189691	5569
1771	189802	5462
1772	189907	5355
1773	190012	5248
1774	190116	5141
1775	190218	5033
1776	190317	4926
1777	190421	4819
1778	190517	4712
1779	190630	4605
1780	190729	4497
1781	190830	4390
1782	190941	4283
1783	191047	4176
1784	191147	4069
1785	191246	3961
1786	191354	3854
1787	191451	3747
1788	191554	3640
1789	191654	3533
1790	191754	3426
1791	191857	3318
1792	191957	3211
1793	192064	3104
1794	192170	2997
1795	192263	2890
1796	192368	2783
1797	192472	2676
1798	192575	2569
1799	192671	2461
1800	192778	2354
1801	192884	2247
1802	192989	2140
1803	193100	2033
1804	193207	1926
1805	193312	1819
1806	193414	1712
1807	193518	1605
1808	193614	1498
1809	193724	1391
1810	193820	1284
1811	193926	1177
1812	194028	1070
1813	194141	963
1814	194246	856
1815	194350	749
1816	194458	642
1817	194564	535
1818	194664	428
1819	194768	321
1820	194874	214
1821	194973	107
1822	195072	0
