iter	Logloss
696	0.5574991459
697	0.5574760187
698	0.5574382542
699	0.5574051182
700	0.5573801584
701	0.5573453738
702	0.5573092891
703	0.5572545671
704	0.5572273064
705	0.5571936468
706	0.5571622007
707	0.5571304386
708	0.55710067
709	0.5570682225
710	0.5570451231
711	0.5570148176
712	0.5569845152
713	0.5569481732
714	0.5569216445
715	0.5568939322
716	0.5568670734
717	0.5568347069
718	0.5568039982
719	0.5567755289
720	0.5567435132
721	0.556707484
722	0.5566827945
723	0.5566515701
724	0.5566191304
725	0.5565855823
726	0.5565558154
727	0.5565244517
728	0.5564825159
729	0.5564521151
730	0.5564269443
731	0.5563902286
732	0.5563626818
733	0.5563306892
734	0.5563011129
735	0.556270947
736	0.5562466214
737	0.5562187674
738	0.5561857593
739	0.55615172
740	0.556121089
741	0.5560927969
742	0.5560668315
743	0.5560397808
744	0.5560091176
745	0.5559811248
746	0.5559547582
747	0.5559257149
748	0.5558957981
749	0.5558679857
750	0.555837494
751	0.5557955211
752	0.5557646281
753	0.5557397388
754	0.555705455
755	0.5556774001
756	0.5556456506
757	0.5556113001
758	0.5555745486
759	0.5555338749
760	0.5554981108
761	0.5554664921
762	0.5554376315
763	0.5554054769
764	0.5553814315
765	0.5553519643
766	0.5553241007
767	0.5552960785
768	0.555269159
769	0.5552385731
770	0.5552143195
771	0.555186393
772	0.5551587669
773	0.5551362389
774	0.5551081035
775	0.5550801575
776	0.5550451415
777	0.5550207658
778	0.5549907632
779	0.5549671657
780	0.5549349165
781	0.5549069666
782	0.5548817629
783	0.5548453537
784	0.5548082264
785	0.5547769866
786	0.5547436128
787	0.5547178203
788	0.5546897107
789	0.5546657754
790	0.5546255889
791	0.5545978939
792	0.5545656621
793	0.5545367022
794	0.5545125083
795	0.5544574081
796	0.5544229955
797	0.5543986637
798	0.5543787083
799	0.55435236
800	0.5543250673
801	0.5542899561
802	0.5542671696
803	0.5542374983
804	0.5542096907
805	0.554180428
806	0.5541532943
807	0.5541309481
808	0.5540780275
809	0.5540421632
810	0.5540178681
811	0.553990833
812	0.5539625685
813	0.5539320018
814	0.5539035352
815	0.5538753303
816	0.5538498253
817	0.5538194537
818	0.5537924383
819	0.5537629855
820	0.5537405232
821	0.5537088266
822	0.5536842302
823	0.5536626217
824	0.5536371345
825	0.5536004507
826	0.5535699229
827	0.553541068
828	0.5535039647
829	0.5534761249
830	0.5534451529
831	0.5534163752
832	0.5533885931
833	0.5533643463
834	0.5533398926
835	0.5533129595
836	0.553284995
837	0.5532583353
838	0.5532372675
839	0.5532091152
840	0.5531783642
841	0.5531472149
842	0.5531001891
843	0.5530734592
844	0.5530491229
845	0.5530181196
846	0.5529876353
847	0.5529607177
848	0.5529261337
849	0.5528890094
850	0.5528613306
851	0.5528305236
852	0.552806959
853	0.5527764328
854	0.5527499237
855	0.5527248038
856	0.5526928909
857	0.5526668131
858	0.5526375807
859	0.5526061744
860	0.5525829011
861	0.5525542136
862	0.5525302985
863	0.5525067576
864	0.5524805347
865	0.5524550514
866	0.5524304344
867	0.5524034859
868	0.5523786651
869	0.5523565258
870	0.5523305356
871	0.5523074574
872	0.5522819528
873	0.5522630944
874	0.5522231157
875	0.5521947719
876	0.5521714352
877	0.5521460436
878	0.5521128767
879	0.5520855195
880	0.5520639279
881	0.5520401702
882	0.5520163817
883	0.5519782099
884	0.5519390747
885	0.5519151106
886	0.5518845156
887	0.5518632598
888	0.5518353826
889	0.5518021974
890	0.5517764438
891	0.5517502382
892	0.5517234605
893	0.551693768
894	0.5516687802
895	0.5516434348
896	0.551614009
897	0.5515902387
898	0.5515640606
899	0.5515329271
900	0.5515089173
901	0.5514660491
902	0.5514302858
903	0.5514080486
904	0.5513763953
905	0.5513503548
906	0.551323004
907	0.5512950731
908	0.5512624025
909	0.5512375745
910	0.5512084285
911	0.5511879426
912	0.5511672586
913	0.5511383405
914	0.5511131136
915	0.5510878753
916	0.5510680281
917	0.5510341851
918	0.5509904164
919	0.5509680575
920	0.5509435931
921	0.5509233
922	0.5509009678
923	0.5508755769
924	0.5508471389
925	0.5508170042
926	0.5507897582
927	0.5507678136
928	0.5507439658
929	0.5507178131
930	0.5506925029
931	0.5506719651
932	0.550645642
933	0.5506098779
934	0.5505826205
935	0.5505554494
936	0.5505301241
937	0.5505004247
938	0.550479171
939	0.5504581411
940	0.5504357065
941	0.5504110394
942	0.5503866169
943	0.5503632549
944	0.5503385718
945	0.5503121518
946	0.5502807578
947	0.5502529128
948	0.5502317732
949	0.5501887916
950	0.5501628179
951	0.5501313858
952	0.550110918
953	0.5500868355
954	0.5500381428
955	0.5500105239
956	0.5499760192
957	0.549950116
958	0.5499084446
959	0.5498876488
960	0.5498609916
961	0.5498392596
962	0.5498149515
963	0.549786782
964	0.5497625909
965	0.5497331753
966	0.5497034412
967	0.5496765358
968	0.5496475886
969	0.5496226328
970	0.5495945299
971	0.5495702038
972	0.5495442804
973	0.5495211584
974	0.5494981318
975	0.5494747373
976	0.5494474101
977	0.5494212713
978	0.5493950428
979	0.5493675777
980	0.5493409508
981	0.5493161198
982	0.5492918919
983	0.5492644017
984	0.5492283596
985	0.5491962376
986	0.5491698831
987	0.5491504955
988	0.549119312
989	0.5490962203
990	0.5490681079
991	0.5490426377
992	0.5490195848
993	0.5489873347
994	0.5489640332
995	0.5489411891
996	0.5489135347
997	0.5488891825
998	0.5488609337
999	0.5488351617
1000	0.548809615
1001	0.5487874555
1002	0.5487616327
1003	0.5487386687
1004	0.5487128883
1005	0.5486744175
1006	0.5486529943
1007	0.5486189489
1008	0.5485943657
1009	0.5485681049
1010	0.5485465367
1011	0.5485264625
1012	0.5485030036
1013	0.5484762871
1014	0.5484479394
1015	0.5484214362
1016	0.5483954335
1017	0.5483707911
1018	0.5483448298
1019	0.548323137
1020	0.5483040518
1021	0.5482767017
1022	0.5482481258
1023	0.5482251544
1024	0.5481973248
1025	0.5481750305
1026	0.5481484557
1027	0.5481214781
1028	0.548094931
1029	0.5480666902
1030	0.5480413786
1031	0.5480158899
1032	0.5479890638
1033	0.5479610791
1034	0.5479315078
1035	0.5479050749
1036	0.5478798219
1037	0.5478535454
1038	0.5478313471
1039	0.5478013258
1040	0.5477819938
1041	0.547757506
1042	0.5477232754
1043	0.5476994275
1044	0.5476720692
1045	0.5476458959
1046	0.5476213024
1047	0.5476027293
1048	0.5475819954
1049	0.5475611332
1050	0.5475272349
1051	0.5475072355
1052	0.5474808669
1053	0.5474550304
1054	0.54743082
1055	0.5474055941
1056	0.5473805561
1057	0.547355206
1058	0.5473335705
1059	0.5473093187
1060	0.547282689
1061	0.5472584296
1062	0.5472370361
1063	0.5472130148
1064	0.5471881774
1065	0.5471598164
1066	0.5471385239
1067	0.5470946815
1068	0.5470648928
1069	0.5470370676
1070	0.5470106578
1071	0.5469878818
1072	0.5469552563
1073	0.5469373377
1074	0.5469144835
1075	0.5468909476
1076	0.5468698014
1077	0.5468404574
1078	0.5468166017
1079	0.5467914125
1080	0.5467720036
1081	0.5467460046
1082	0.5467248737
1083	0.5467041083
1084	0.5466797526
1085	0.5466582014
1086	0.5466291065
1087	0.5466098249
1088	0.5465852657
1089	0.5465567404
1090	0.5465265988
1091	0.5465061885
1092	0.5464764712
1093	0.5464544466
1094	0.5464345324
1095	0.5464069108
1096	0.5463842072
1097	0.5463626067
1098	0.5463333814
1099	0.5463122528
1100	0.5462902293
1101	0.546265991
1102	0.5462405562
1103	0.546218261
1104	0.5461941335
1105	0.5461711347
1106	0.5461500899
1107	0.5461281957
1108	0.5461049562
1109	0.5460710024
1110	0.5460479107
1111	0.5460204753
1112	0.5459896776
1113	0.5459677646
1114	0.5459431626
1115	0.5459246668
1116	0.5459040094
1117	0.5458815505
1118	0.5458566755
1119	0.5458296691
1120	0.5458072484
1121	0.5457872376
1122	0.545764387
1123	0.5457466608
1124	0.5457177209
1125	0.5456919798
1126	0.5456707941
1127	0.5456537922
1128	0.5456317202
1129	0.5456061586
1130	0.5455855086
1131	0.5455604828
1132	0.545537463
1133	0.5455117662
1134	0.5454784031
1135	0.5454520269
1136	0.5454190386
1137	0.5453939639
1138	0.5453734767
1139	0.5453464948
1140	0.5453235613
1141	0.5452969809
1142	0.5452736565
1143	0.545251139
1144	0.5452301874
1145	0.5452103902
1146	0.5451845202
1147	0.5451488991
1148	0.5451152456
1149	0.5450925514
1150	0.545074298
1151	0.5450511665
1152	0.5450275081
1153	0.5450049355
1154	0.5449819807
1155	0.5449586906
1156	0.5449365076
1157	0.5449053938
1158	0.5448871771
1159	0.5448632421
1160	0.5448327645
1161	0.5448149524
1162	0.5447902361
1163	0.5447687146
1164	0.5447487638
1165	0.5447228805
1166	0.54470057
1167	0.5446776209
1168	0.5446495207
1169	0.5446253807
1170	0.5446044976
1171	0.5445796019
1172	0.5445549053
1173	0.5445306522
1174	0.5445070641
1175	0.5444835472
1176	0.5444589167
1177	0.5444397886
1178	0.544421705
1179	0.5443954071
1180	0.5443715184
1181	0.5443469749
1182	0.5443207044
1183	0.5442995689
1184	0.5442756924
1185	0.5442502017
1186	0.5442293337
1187	0.5442090991
1188	0.5441759416
1189	0.5441550958
1190	0.5441312446
1191	0.5441087376
1192	0.5440763539
1193	0.5440509053
1194	0.5440271353
1195	0.5440007608
1196	0.5439717016
1197	0.5439491918
1198	0.5439235704
1199	0.5438898341
1200	0.5438669742
1201	0.5438410359
1202	0.5438226973
1203	0.5438041862
1204	0.5437827205
1205	0.5437598053
1206	0.5437409069
1207	0.5437123264
1208	0.5436915183
1209	0.5436655995
1210	0.5436382281
1211	0.5436144555
1212	0.5435904753
1213	0.5435717301
1214	0.5435526229
1215	0.5435323965
1216	0.5435048427
1217	0.543484331
1218	0.5434617775
1219	0.5434348268
1220	0.543410105
1221	0.5433905377
1222	0.5433683186
1223	0.543344859
1224	0.5433243516
1225	0.5433006623
1226	0.5432707136
1227	0.5432528975
1228	0.5432287065
1229	0.5432063465
1230	0.5431847074
1231	0.5431643324
1232	0.5431421995
1233	0.5431172684
1234	0.5430929493
1235	0.543071338
1236	0.5430502888
1237	0.5430318993
1238	0.5430097923
1239	0.5429870857
1240	0.5429647766
1241	0.5429406303
1242	0.5429194393
1243	0.5428941358
1244	0.54286931
1245	0.5428489193
1246	0.5428244409
1247	0.5428026698
1248	0.5427785362
1249	0.5427579093
1250	0.5427361428
1251	0.5427147488
1252	0.5426888688
1253	0.5426684556
1254	0.542640499
1255	0.5426179247
1256	0.5425908235
1257	0.5425712956
1258	0.5425522237
1259	0.5425286198
1260	0.542506371
1261	0.5424862065
1262	0.5424629527
1263	0.542439124
1264	0.5424174819
1265	0.5423966504
1266	0.5423721325
1267	0.5423462378
1268	0.5423247509
1269	0.5422951392
1270	0.5422786658
1271	0.5422547449
1272	0.5422304623
1273	0.542206689
1274	0.5421858892
1275	0.5421636672
1276	0.5421457933
1277	0.5421215228
1278	0.5420964853
1279	0.5420740898
1280	0.5420423628
1281	0.5420216795
1282	0.541997085
1283	0.5419773486
1284	0.5419611768
1285	0.5419423846
1286	0.5419245007
1287	0.5418997333
1288	0.5418756708
1289	0.5418543276
1290	0.5418328363
1291	0.5418042248
1292	0.5417827791
1293	0.5417627124
1294	0.5417409005
1295	0.5417193692
1296	0.5416961819
1297	0.5416743311
1298	0.5416507293
1299	0.5416308258
1300	0.5416104753
1301	0.5415843018
1302	0.5415610076
1303	0.5415386743
1304	0.5415151608
1305	0.5414911002
1306	0.5414699448
1307	0.5414528776
1308	0.5414300247
1309	0.5414068866
1310	0.5413858487
1311	0.5413627995
1312	0.5413393764
1313	0.5413188461
1314	0.5412998935
1315	0.5412785221
1316	0.5412516047
1317	0.5412331417
1318	0.5412145352
1319	0.5411968343
1320	0.5411734397
1321	0.5411520004
1322	0.5411199902
1323	0.5410921487
1324	0.5410694458
1325	0.5410453516
1326	0.5410278326
1327	0.5410074757
1328	0.5409863419
1329	0.5409637443
1330	0.5409453855
1331	0.5409282597
1332	0.5409065222
1333	0.5408807581
1334	0.5408584517
1335	0.5408398517
1336	0.5408185079
1337	0.540794124
1338	0.5407756478
1339	0.5407549495
1340	0.5407348817
1341	0.5407126099
1342	0.5406929081
1343	0.5406740541
1344	0.5406524171
1345	0.5406187948
1346	0.5405960255
1347	0.5405755417
1348	0.5405489209
1349	0.5405261324
1350	0.5405026693
1351	0.5404888562
1352	0.5404642919
1353	0.5404448221
1354	0.5404248859
1355	0.540397323
1356	0.5403640042
1357	0.5403430575
1358	0.5403174576
1359	0.5402965076
1360	0.5402745054
1361	0.5402552693
1362	0.540240893
1363	0.5402146002
1364	0.5401889907
1365	0.5401686789
1366	0.5401470928
1367	0.5401238481
1368	0.5400961123
1369	0.5400745568
1370	0.540059114
1371	0.5400423368
1372	0.5400205746
1373	0.5400037582
1374	0.5399828846
1375	0.5399636443
1376	0.5399454928
1377	0.539923537
1378	0.5399046717
1379	0.5398850511
1380	0.5398612821
1381	0.5398409226
1382	0.5398210276
1383	0.5397963328
1384	0.5397741297
1385	0.5397502799
1386	0.539724572
1387	0.5396920994
1388	0.5396710682
1389	0.5396496338
1390	0.5396312197
1391	0.539611946
1392	0.539590531
1393	0.5395686184
1394	0.5395494263
1395	0.5395299048
1396	0.5395125655
1397	0.5394847344
1398	0.5394667492
1399	0.5394479911
1400	0.5394199347
1401	0.5394014854
1402	0.5393832365
1403	0.5393645598
1404	0.5393463825
1405	0.5393154291
1406	0.5392960024
1407	0.5392688847
1408	0.5392470243
1409	0.5392311
1410	0.539214777
1411	0.5391973977
1412	0.5391712923
1413	0.5391489018
1414	0.5391277863
1415	0.5391098482
1416	0.5390868186
1417	0.539063305
1418	0.5390391356
1419	0.53901704
1420	0.5389936771
1421	0.5389718314
1422	0.5389465175
1423	0.5389278739
1424	0.5389087936
1425	0.5388905231
1426	0.538872989
1427	0.5388523563
1428	0.5388293849
1429	0.5388072004
1430	0.5387849661
1431	0.5387668654
1432	0.5387446734
1433	0.5387186645
1434	0.5386942127
1435	0.538670885
1436	0.5386449385
1437	0.5386191068
1438	0.5385946615
1439	0.5385760811
1440	0.538552749
1441	0.5385240999
1442	0.5384977692
1443	0.5384762483
1444	0.538454704
1445	0.5384350534
1446	0.5384146085
1447	0.5383849942
1448	0.5383593346
1449	0.5383376508
1450	0.5383182631
1451	0.538298627
1452	0.5382804482
1453	0.5382585338
1454	0.5382331026
1455	0.5382089018
1456	0.538190354
1457	0.5381682932
1458	0.5381488333
1459	0.5381322349
1460	0.5381127016
1461	0.5380904274
1462	0.5380612825
1463	0.5380411299
1464	0.5380232335
1465	0.5380029901
1466	0.5379791311
1467	0.5379541079
1468	0.5379303144
1469	0.5379102572
1470	0.5378914091
1471	0.5378750368
1472	0.5378496294
1473	0.5378267255
1474	0.537806678
1475	0.5377852959
1476	0.5377630578
1477	0.5377417986
1478	0.537719716
1479	0.5377002409
1480	0.5376831721
1481	0.5376569224
1482	0.5376370265
1483	0.5376203548
1484	0.5375964191
1485	0.5375738673
1486	0.537547647
1487	0.5375265566
1488	0.5375067715
1489	0.5374837614
1490	0.5374616633
1491	0.5374417512
1492	0.5374203828
1493	0.5373985023
1494	0.5373770757
1495	0.5373570289
1496	0.5373367825
1497	0.5373190026
1498	0.5373076102
1499	0.537286756
1500	0.5372707817
1501	0.5372503928
1502	0.5372244444
1503	0.5372047926
1504	0.5371824918
1505	0.5371664478
1506	0.5371441882
1507	0.5371268704
1508	0.537107713
1509	0.5370785954
1510	0.537057962
